source_relative,target_relative,status
GB 8821-2011 食品安全国家标准 食品添加剂 β-胡萝卜素.md,GB 8821-2011 食品安全国家标准 食品添加剂 β-胡萝卜素.md,ok
GB 8950-2016食品安全国家标准 罐头食品生产卫生规范.md,GB 8950-2016 食品安全国家标准 罐头食品生产卫生规范.md,ok
GB 8951-2016 食品安全国家标准 蒸馏酒及其配制酒生产卫生规范.md,GB 8951-2016 食品安全国家标准 蒸馏酒及其配制酒生产卫生规范.md,ok
GB 8952-2016 食品安全国家标准 啤酒生产卫生规范.md,GB 8952-2016 食品安全国家标准 啤酒生产卫生规范.md,ok
GB 8953-2018 食品安全国家标准 酱油生产卫生规范.md,GB 8953-2018 食品安全国家标准 酱油生产卫生规范.md,ok
GB 8954-2016 食品安全国家标准 食醋生产卫生规范.md,GB 8954-2016 食品安全国家标准 食醋生产卫生规范.md,ok
GB 8955-2016 食品安全国家标准 食用植物油及其制品生产卫生规范.md,GB 8955-2016 食品安全国家标准 食用植物油及其制品生产卫生规范.md,ok
GB 8956-2016食品安全国家标准 蜜饯生产卫生规范.md,GB 8956-2016 食品安全国家标准 蜜饯生产卫生规范.md,ok
GB 8957-2016 食品安全国家标准 糕点、面包卫生规范.md,GB 8957-2016 食品安全国家标准 糕点、面包卫生规范.md,ok
GB 9684-2011 食品安全国家标准 不锈钢制品.md,GB 9684-2011 食品安全国家标准 不锈钢制品.md,ok
GB 9685-2016 《食品安全国家标准　食品接触材料及制品用添加剂使用标准》第1号修改单.md,GB 9685-2016 食品安全国家标准 食品接触材料及制品用添加剂使用标准 第1号修改单.md,ok
GB 9685-2016 食品安全国家标准  食品接触材料及制品用添加剂使用标准.md,GB 9685-2016 食品安全国家标准 食品接触材料及制品用添加剂使用标准.md,ok
GB 9686-2012 食品安全国家标准 内壁环氧聚酰胺树脂涂料.md,GB 9686-2012 食品安全国家标准 内壁环氧聚酰胺树脂涂料.md,ok
GB-31613.6-2022.md,GB 31613.6-2022 食品安全国家标准 猪和家禽可食性组织中维吉尼亚霉素M残留量的测定液相色谱- 串联质谱法.md,ok
GB-31656.3-2021.md,GB 31656.3-2021 食品安全国家标准 水产品中诺氟沙星、环丙沙星、恩诺沙星、氧氟沙星、噁喹酸、氟甲喹残留量的测定高效液相色谱法.md,ok
GB13482-2010 食品安全国家标准 食品添加剂 山梨醇酐单油酸酯（司盘80）.md,GB 13482-2010 食品安全国家标准 食品添加剂 山梨醇酐单油酸酯（司盘80）.md,ok
GB23200.113-2018.md,GB 23200.113-2018 食品安全国家标准 植物源性食品中208种农药及其代谢物 残留量的测定 气相色谱-质谱联用法.md,ok
GB25571-2010 食品安全国家标准 食品添加剂 活性白土.md,GB 25571-2010 食品安全国家标准 食品添加剂 活性白土.md,ok
GB25586-2010 食品安全国家标准 食品添加剂 碳酸氢三钠（倍半碳酸钠） .md,GB 25586-2010 食品安全国家标准 食品添加剂 碳酸氢三钠（倍半碳酸钠）.md,ok
GB26400-2011 食品安全国家标准 食品添加剂 二十二碳六烯酸油脂（发酵法）.md,GB 26400-2011 食品安全国家标准 食品添加剂 二十二碳六烯酸油脂（发酵法）.md,ok
GB26401-2011 食品安全国家标准 食品添加剂 花生四烯酸油脂（发酵法）.md,GB 26401-2011 食品安全国家标准 食品添加剂 花生四烯酸油脂（发酵法）.md,ok
GB26402-2011 食品安全国家标准 食品添加剂 碘酸钾.md,GB 26402-2011 食品安全国家标准 食品添加剂 碘酸钾.md,ok
GB26403-2011 食品安全国家标准 食品添加剂 特丁基对苯二酚.md,GB 26403-2011 食品安全国家标准 食品添加剂 特丁基对苯二酚.md,ok
GB26404-2011 食品安全国家标准 食品添加剂 赤藓糖醇.md,GB 26404-2011 食品安全国家标准 食品添加剂 赤藓糖醇.md,ok
GB26405-2011 食品安全国家标准 食品添加剂 叶黄素.md,GB 26405-2011 食品安全国家标准 食品添加剂 叶黄素.md,ok
GB26406-2011 食品安全国家标准 食品添加剂 叶绿素铜钠盐.md,GB 26406-2011 食品安全国家标准 食品添加剂 叶绿素铜钠盐.md,ok
GB2760-2011 食品添加剂使用标准.md,GB 2760-2011 食品安全国家标准 食品添加剂使用标准.md,ok
GB2761-2011 食品中真菌毒素限量.md,GB 2761-2011 食品安全国家标准 食品中真菌毒素限量.md,ok
GB29922 2013 食品安全国家标准 特殊医学用途配方食品通则.md,GB 29922-2013 食品安全国家标准 特殊医学用途配方食品通则.md,ok
GB29923 2013 食品安全国家标准 特殊医学用途配方食品良好生产规范.md,GB 29923-2013 食品安全国家标准 特殊医学用途配方食品良好生产规范.md,ok
GB7718-2011 预包装食品标签通则.md,GB 7718-2011 食品安全国家标准 预包装食品标签通则.md,ok
GB_23200.1-2016 食品安全国家标准 除草剂残留量检测方法 第1部分：气相色谱-质谱法测定 粮谷及油籽中酰胺类除草剂残留量.md,GB 23200.1-2016 食品安全国家标准 除草剂残留量检测方法 第1部分：气相色谱-质谱法测定 粮谷及油籽中酰胺类除草剂残留量.md,ok
GB_23200.100-2016 食品安全国家标准 蜂王浆中多种菊酯类农药残留量的测定 气相色谱法.md,GB 23200.100-2016 食品安全国家标准 蜂王浆中多种菊酯类农药残留量的测定 气相色谱法.md,ok
GB_23200.101-2016 食品安全国家标准 蜂王浆中多种杀螨剂残留量的测定 气相色谱-质谱法.md,GB 23200.101-2016 食品安全国家标准 蜂王浆中多种杀螨剂残留量的测定 气相色谱-质谱法.md,ok
GB_23200.102-2016 食品安全国家标准 蜂王浆中杀虫脒及其代谢产物残留量的测定 气相色谱-质谱法.md,GB 23200.102-2016 食品安全国家标准 蜂王浆中杀虫脒及其代谢产物残留量的测定 气相色谱-质谱法.md,ok
GB_23200.103-2016 食品安全国家标准 蜂王浆中双甲脒及其代谢产物残留量的测定 气相色谱-质谱法.md,GB 23200.103-2016 食品安全国家标准 蜂王浆中双甲脒及其代谢产物残留量的测定 气相色谱-质谱法.md,ok
GB_23200.104-2016 食品安全国家标准 肉及肉制品中2甲4氯及2甲4氯丁酸残留量的测定液相色谱-质谱法.md,GB 23200.104-2016 食品安全国家标准 肉及肉制品中2甲4氯及2甲4氯丁酸残留量的测定液相色谱-质谱法.md,ok
GB_23200.105-2016 食品安全国家标准 肉及肉制品中甲萘威残留量的测定 液相色谱-柱后衍生荧光检测法.md,GB 23200.105-2016 食品安全国家标准 肉及肉制品中甲萘威残留量的测定 液相色谱-柱后衍生荧光检测法.md,ok
GB_23200.106-2016 食品安全国家标准 肉及肉制品中残杀威残留量的测定 气相色谱法.md,GB 23200.106-2016 食品安全国家标准 肉及肉制品中残杀威残留量的测定 气相色谱法.md,ok
GB_23200.16-2016 食品安全国家标准 水果和蔬菜中乙烯利残留量的测定气相色谱法.md,GB 23200.16-2016 食品安全国家标准 水果和蔬菜中乙烯利残留量的测定气相色谱法.md,ok
GB_23200.17-2016 食品安全国家标准 水果和蔬菜中噻菌灵残留量的测定液相色谱法.md,GB 23200.17-2016 食品安全国家标准 水果和蔬菜中噻菌灵残留量的测定液相色谱法.md,ok
GB_23200.18-2016 食品安全国家标准 蔬菜中非草隆等15种取代脲类除草剂残留量的测定 液相色谱法.md,GB 23200.18-2016 食品安全国家标准 蔬菜中非草隆等15种取代脲类除草剂残留量的测定 液相色谱法.md,ok
GB_23200.19-2016 食品安全国家标准 水果和蔬菜中阿维菌素残留量的测定液相色谱法.md,GB 23200.19-2016 食品安全国家标准 水果和蔬菜中阿维菌素残留量的测定液相色谱法.md,ok
GB_23200.2-2016 食品安全国家标准 除草剂残留量检测方法 第2部分：气相色谱-质谱法测定 粮谷及油籽中二苯醚类除草剂残留量.md,GB 23200.2-2016 食品安全国家标准 除草剂残留量检测方法 第2部分：气相色谱-质谱法测定 粮谷及油籽中二苯醚类除草剂残留量.md,ok
GB_23200.20-2016 食品安全国家标准 食品中阿维菌素残留量的测定液相色谱-质谱质谱法.md,GB 23200.20-2016 食品安全国家标准 食品中阿维菌素残留量的测定液相色谱-质谱质谱法.md,ok
GB_23200.21-2016 食品安全国家标准 水果中赤霉酸残留量的测定液相色谱-质谱质谱法.md,GB 23200.21-2016 食品安全国家标准 水果中赤霉酸残留量的测定液相色谱-质谱质谱法.md,ok
GB_23200.22-2016 食品安全国家标准 坚果及坚果制品中抑芽丹残留量的测定液相色谱法.md,GB 23200.22-2016 食品安全国家标准 坚果及坚果制品中抑芽丹残留量的测定液相色谱法.md,ok
GB_23200.23-2016 食品安全国家标准 食品中地乐酚残留量的测定液相色谱-质谱质谱法.md,GB 23200.23-2016 食品安全国家标准 食品中地乐酚残留量的测定液相色谱-质谱质谱法.md,ok
GB_23200.24-2016 食品安全国家标准 粮谷和大豆中11种除草剂残留量的测定 气相色谱-质谱法.md,GB 23200.24-2016 食品安全国家标准 粮谷和大豆中11种除草剂残留量的测定 气相色谱-质谱法.md,ok
GB_23200.25-2016 食品安全国家标准 水果中噁草酮残留量的检测方法.md,GB 23200.25-2016 食品安全国家标准 水果中噁草酮残留量的检测方法.md,ok
GB_23200.26-2016 食品安全国家标准 茶叶中9种有机杂环类农药残留量的检测方法.md,GB 23200.26-2016 食品安全国家标准 茶叶中9种有机杂环类农药残留量的检测方法.md,ok
GB_23200.27-2016 食品安全国家标准 水果中4，6-二硝基邻甲酚残留量的测定 气相色谱-质谱法.md,GB 23200.27-2016 食品安全国家标准 水果中4，6-二硝基邻甲酚残留量的测定 气相色谱-质谱法.md,ok
GB_23200.28-2016 食品安全国家标准 食品中多种醚类除草剂残留量的测定气相色谱-质谱法.md,GB 23200.28-2016 食品安全国家标准 食品中多种醚类除草剂残留量的测定气相色谱-质谱法.md,ok
GB_23200.29-2016 食品安全国家标准 水果和蔬菜中唑螨酯残留量的测定液相色谱法.md,GB 23200.29-2016 食品安全国家标准 水果和蔬菜中唑螨酯残留量的测定液相色谱法.md,ok
GB_23200.3-2016 食品安全国家标准 除草剂残留量检测方法 第3部分：液相色谱-质谱质谱法测定 食品中环己酮类除草剂残留量.md,GB 23200.3-2016 食品安全国家标准 除草剂残留量检测方法 第3部分：液相色谱-质谱质谱法测定 食品中环己酮类除草剂残留量.md,ok
GB_23200.30-2016 食品安全国家标准 食品中环氟菌胺残留量的测定气相色谱-质谱法.md,GB 23200.30-2016 食品安全国家标准 食品中环氟菌胺残留量的测定气相色谱-质谱法.md,ok
GB_23200.31-2016 食品安全国家标准 食品中丙炔氟草胺残留量的测定气相色谱-质谱法.md,GB 23200.31-2016 食品安全国家标准 食品中丙炔氟草胺残留量的测定气相色谱-质谱法.md,ok
GB_23200.32-2016 食品安全国家标准 食品中丁酰肼残留量的测定气相色谱-质谱法.md,GB 23200.32-2016 食品安全国家标准 食品中丁酰肼残留量的测定气相色谱-质谱法.md,ok
GB_23200.33-2016 食品安全国家标准 食品中解草嗪、莎稗磷、二丙烯草胺等110种农药残留量的测定 气相色谱-质谱法.md,GB 23200.33-2016 食品安全国家标准 食品中解草嗪、莎稗磷、二丙烯草胺等110种农药残留量的测定 气相色谱-质谱法.md,ok
GB_23200.34-2016 食品安全国家标准 食品中涕灭砜威、吡唑醚菌酯、嘧菌酯等65种农药残留量的测定 液相色谱-质谱质谱法.md,GB 23200.34-2016 食品安全国家标准 食品中涕灭砜威、吡唑醚菌酯、嘧菌酯等65种农药残留量的测定 液相色谱-质谱质谱法.md,ok
GB_23200.35-2016 食品安全国家标准 植物源性食品中取代脲类农药残留量的测定液相色谱-质谱法.md,GB 23200.35-2016 食品安全国家标准 植物源性食品中取代脲类农药残留量的测定液相色谱-质谱法.md,ok
GB_23200.36-2016 食品安全国家标准 植物源性食品中氯氟吡氧乙酸、氟硫草定、氟吡草腙和噻唑烟酸除草剂残留量的测定液相色谱-质谱质谱法.md,GB 23200.36-2016 食品安全国家标准 植物源性食品中氯氟吡氧乙酸、氟硫草定、氟吡草腙和噻唑烟酸除草剂残留量的测定液相色谱-质谱质谱法.md,ok
GB_23200.37-2016 食品安全国家标准 食品中烯啶虫胺、呋虫胺等20种农药残留量的测定 液相色谱-质谱质谱法.md,GB 23200.37-2016 食品安全国家标准 食品中烯啶虫胺、呋虫胺等20种农药残留量的测定 液相色谱-质谱质谱法.md,ok
GB_23200.38-2016 食品安全国家标准 植物源性食品中环己烯酮类除草剂残留量的测定液相色谱-质谱质谱法.md,GB 23200.38-2016 食品安全国家标准 植物源性食品中环己烯酮类除草剂残留量的测定液相色谱-质谱质谱法.md,ok
GB_23200.39-2016 食品安全国家标准 食品中噻虫嗪及其代谢物噻虫胺残留量的测定液相色谱-质谱质谱法.md,GB 23200.39-2016 食品安全国家标准 食品中噻虫嗪及其代谢物噻虫胺残留量的测定液相色谱-质谱质谱法.md,ok
GB_23200.4-2016 食品安全国家标准 除草剂残留量检测方法 第4部分：气相色谱-质谱质谱法测定 食品中芳氧苯氧丙酸酯类除草剂残留量.md,GB 23200.4-2016 食品安全国家标准 除草剂残留量检测方法 第4部分：气相色谱-质谱质谱法测定 食品中芳氧苯氧丙酸酯类除草剂残留量.md,ok
GB_23200.40-2016 食品安全国家标准 可乐饮料中有机磷、有机氯农药残留量的测定气相色谱法.md,GB 23200.40-2016 食品安全国家标准 可乐饮料中有机磷、有机氯农药残留量的测定气相色谱法.md,ok
GB_23200.41-2016 食品安全国家标准 食品中噻节因残留量的检测方法.md,GB 23200.41-2016 食品安全国家标准 食品中噻节因残留量的检测方法.md,ok
GB_23200.42-2016 食品安全国家标准 粮谷中氟吡禾灵残留量的检测方法.md,GB 23200.42-2016 食品安全国家标准 粮谷中氟吡禾灵残留量的检测方法.md,ok
GB_23200.43-2016 食品安全国家标准 粮谷及油籽中二氯喹磷酸残留量的测定气相色谱法.md,GB 23200.43-2016 食品安全国家标准 粮谷及油籽中二氯喹磷酸残留量的测定气相色谱法.md,ok
GB_23200.44-2016 食品安全国家标准 粮谷中二硫化碳、四氯化碳、二溴乙烷残留量的检测方法.md,GB 23200.44-2016 食品安全国家标准 粮谷中二硫化碳、四氯化碳、二溴乙烷残留量的检测方法.md,ok
GB_23200.45-2016 食品安全国家标准 食品中除虫脲残留量的测定液相色谱-质谱法.md,GB 23200.45-2016 食品安全国家标准 食品中除虫脲残留量的测定液相色谱-质谱法.md,ok
GB_23200.46-2016 食品安全国家标准 食品中嘧霉胺、嘧菌胺、腈菌唑、嘧菌酯残留量的测定气相色谱-质谱法.md,GB 23200.46-2016 食品安全国家标准 食品中嘧霉胺、嘧菌胺、腈菌唑、嘧菌酯残留量的测定气相色谱-质谱法.md,ok
GB_23200.47-2016 食品安全国家标准 食品中四螨嗪残留量的测定气相色谱-质谱法.md,GB 23200.47-2016 食品安全国家标准 食品中四螨嗪残留量的测定气相色谱-质谱法.md,ok
GB_23200.48-2016 食品安全国家标准 食品中野燕枯残留量的测定气相色谱-质谱法.md,GB 23200.48-2016 食品安全国家标准 食品中野燕枯残留量的测定气相色谱-质谱法.md,ok
GB_23200.49-2016 食品安全国家标准 食品中苯醚甲环唑残留量的测定气相色谱-质谱法.md,GB 23200.49-2016 食品安全国家标准 食品中苯醚甲环唑残留量的测定气相色谱-质谱法.md,ok
